number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,contact_type,location,category,subcategory,impact,urgency,priority,knowledge,u_priority_confirmation,notify,opened_at,caller_id,assignment_group,opened_by,priority_raw,is_high_priority,hour,day_of_week
INC0018972,Closed,False,2,0,16,True,Walk-in,LOC_015,Hardware,Printer,2,3,4,False,False,1,2024-06-05 21:56:25.129526202,USER_0481,GROUP_07,USER_0016,4,0,21,2
INC0018973,Resolved,False,2,0,8,True,Self service,LOC_003,Security,Access breach,3,2,5,False,False,1,2023-01-11 17:56:11.044724505,USER_0261,GROUP_20,USER_0038,5,0,17,2
INC0018974,Closed,False,1,0,6,True,Email,LOC_046,Email,Not receiving,3,1,3,True,True,1,2024-12-02 12:53:50.643519256,USER_0235,GROUP_09,USER_0083,3,0,12,0
INC0018975,Closed,True,2,0,8,True,Phone,LOC_048,Software,Performance,3,3,5,False,True,1,2023-04-27 05:19:08.173699305,USER_0369,GROUP_23,USER_0076,5,0,5,3
INC0018976,Closed,False,0,0,4,True,Phone,LOC_017,Access,Account locked,3,3,5,False,True,1,2024-05-31 01:25:03.422894329,USER_0491,GROUP_06,USER_0036,5,0,1,4
INC0018977,Closed,False,1,1,9,True,Phone,LOC_041,Database,Backup,3,2,4,False,False,1,2023-02-28 04:11:00.934100786,USER_0339,GROUP_23,USER_0026,4,0,4,1
INC0018978,Closed,False,2,0,11,False,Self service,LOC_014,Email,Spam,3,2,3,False,False,1,2023-04-12 15:51:56.911535998,USER_0165,GROUP_26,USER_0008,3,0,15,2
INC0018979,Closed,False,0,0,3,True,Phone,LOC_035,Hardware,Monitor,2,3,3,False,False,2,2023-08-03 19:39:01.014981490,USER_0150,GROUP_22,USER_0088,3,0,19,3
INC0018980,Resolved,False,1,0,7,True,Chat,,Network,VPN,2,2,3,True,False,1,2024-04-06 15:09:32.957062046,USER_0214,GROUP_29,USER_0076,3,0,15,5
INC0018981,Closed,False,2,1,11,False,Self service,LOC_009,Access,VPN access,2,1,2,False,False,1,2023-06-01 14:07:37.589866390,USER_0131,GROUP_24,USER_0060,2,1,14,3
INC0018982,Active,False,1,0,5,True,Chat,LOC_020,Email,Spam,3,3,5,False,False,1,2024-12-05 08:25:28.029864884,USER_0159,GROUP_17,USER_0044,5,0,8,3
INC0018983,Closed,False,0,0,3,True,Email,LOC_045,Network,DNS,3,3,5,False,False,1,2024-05-17 03:15:13.598508802,USER_0157,GROUP_01,USER_0065,5,0,3,4
INC0018984,Closed,False,0,0,3,True,Email,LOC_020,Software,License,3,3,5,True,False,1,2023-11-09 05:54:10.724905494,USER_0311,GROUP_25,USER_0048,5,0,5,3
INC0018985,Resolved,True,1,1,8,True,Phone,LOC_029,Security,Phishing,3,3,5,True,False,2,2024-05-28 02:53:10.787071686,USER_0151,GROUP_20,USER_0076,5,0,2,1
INC0018986,Closed,False,0,0,3,True,Email,,Security,Access breach,2,3,5,False,False,1,2023-12-08 13:51:12.618234938,USER_0443,GROUP_26,USER_0093,5,0,13,4
INC0018987,Closed,False,1,1,9,True,Chat,LOC_014,Access,Account locked,3,3,4,False,False,3,2023-07-16 13:11:02.308445631,USER_0253,,USER_0032,4,0,13,6
INC0018988,Closed,False,0,0,3,True,Phone,LOC_030,Network,DNS,3,3,5,True,False,1,2024-06-26 11:07:59.878156431,USER_0080,GROUP_15,USER_0011,5,0,11,2
INC0018989,Closed,False,0,0,4,True,Phone,LOC_041,Software,Installation,3,2,4,False,False,1,2024-05-16 12:00:35.822754213,USER_0380,,USER_0055,4,0,12,3
INC0018990,Resolved,False,2,0,8,False,Phone,LOC_006,Network,DNS,3,3,5,False,False,1,2024-10-11 02:51:33.741032166,USER_0313,GROUP_21,USER_0043,5,0,2,4
INC0018991,Closed,False,0,0,2,True,Chat,LOC_026,Software,License,3,3,5,False,False,2,2023-08-30 08:37:14.634487220,USER_0408,GROUP_24,USER_0083,5,0,8,2
INC0018992,Closed,False,2,0,8,True,Phone,LOC_038,Network,VPN,3,3,5,False,False,1,2023-05-05 13:27:08.206936413,USER_0438,GROUP_19,USER_0052,5,0,13,4
INC0018993,Closed,False,1,0,9,False,Self service,LOC_030,Access,Permission,3,3,5,False,True,2,2023-01-18 08:57:57.346686806,USER_0204,GROUP_16,USER_0019,5,0,8,2
INC0018994,Closed,False,2,1,13,False,Phone,LOC_029,Software,Installation,2,1,2,True,False,1,2024-11-03 09:17:11.247113632,USER_0232,GROUP_14,USER_0023,2,1,9,6
INC0018995,Resolved,False,2,0,11,False,Walk-in,LOC_038,Email,Not receiving,3,1,2,False,True,1,2024-08-10 06:40:09.926353709,USER_0089,GROUP_13,USER_0045,2,1,6,5
INC0018996,Active,False,1,0,6,True,Email,LOC_036,Network,Connectivity,3,1,4,True,True,2,2024-04-09 14:59:42.175321137,USER_0243,GROUP_26,USER_0041,4,0,14,1
INC0018997,Closed,False,3,0,10,True,Phone,LOC_043,Hardware,Printer,3,3,4,False,False,1,2023-03-20 06:44:51.057866325,USER_0027,GROUP_01,USER_0050,4,0,6,0
INC0018998,Closed,False,0,0,8,False,Self service,LOC_050,Hardware,Printer,3,3,5,False,False,2,2023-04-25 09:04:13.640646778,USER_0200,GROUP_06,USER_0062,5,0,9,1
INC0018999,Closed,False,0,0,6,False,Self service,LOC_046,Software,Crash,3,3,4,False,False,3,2024-08-21 13:55:11.979035693,USER_0110,GROUP_13,USER_0017,4,0,13,2
INC0019000,Closed,False,0,0,2,True,Email,LOC_026,Email,Spam,2,3,3,False,True,1,2023-05-26 01:21:20.621068510,USER_0190,GROUP_03,USER_0028,3,0,1,4
INC0019001,Closed,False,1,0,7,True,Self service,LOC_010,Software,Crash,3,3,4,False,False,1,2024-03-18 17:43:31.511688971,USER_0495,GROUP_23,USER_0017,4,0,17,0
INC0019002,Closed,False,0,0,3,True,Phone,LOC_035,Hardware,Monitor,3,3,5,False,False,1,2023-11-05 03:33:54.469971159,USER_0463,GROUP_11,USER_0038,5,0,3,6
INC0019003,Closed,False,0,0,4,True,Chat,LOC_018,Network,DNS,3,3,4,False,False,1,2023-01-27 15:30:39.593073371,USER_0404,GROUP_28,USER_0094,4,0,15,4
INC0019004,Closed,False,2,0,10,True,Phone,LOC_004,Network,VPN,3,3,5,False,False,1,2023-05-21 04:31:36.028197123,USER_0331,GROUP_15,USER_0090,5,0,4,6
INC0019005,Closed,False,1,0,10,True,Phone,LOC_002,Email,Attachment,3,3,5,False,False,1,2023-08-02 02:25:33.443606415,USER_0069,GROUP_27,USER_0003,5,0,2,2
INC0019006,Closed,False,0,0,2,True,Phone,,Software,Crash,3,3,5,False,False,2,2023-12-27 18:59:26.113201394,USER_0147,GROUP_14,USER_0038,5,0,18,2
INC0019007,Closed,False,1,0,10,True,Phone,,Email,Attachment,3,3,4,False,False,1,2023-11-16 04:12:27.413303445,USER_0071,GROUP_16,USER_0004,4,0,4,3
INC0019008,Resolved,False,4,1,14,False,Email,LOC_027,Security,Access breach,3,1,2,True,True,1,2023-01-20 23:46:25.535775676,USER_0034,GROUP_18,USER_0002,2,1,23,4
INC0019009,Closed,True,0,0,2,True,Email,LOC_040,Network,VPN,3,2,3,True,True,1,2023-02-03 15:24:11.895749980,USER_0193,GROUP_16,USER_0001,3,0,15,4
INC0019010,Active,False,2,0,10,False,Email,LOC_029,Network,VPN,3,3,5,False,False,1,2024-03-07 23:42:12.884448330,USER_0364,GROUP_25,USER_0096,5,0,23,3
INC0019011,Closed,False,1,0,4,False,Phone,LOC_041,Email,Spam,2,3,4,False,False,1,2024-08-04 16:34:14.292462639,USER_0459,GROUP_28,USER_0028,4,0,16,6
INC0019012,Resolved,False,1,0,6,True,Phone,,Email,Spam,3,2,4,False,True,2,2024-05-10 16:09:58.542564558,USER_0397,GROUP_21,USER_0047,4,0,16,4
INC0019013,Active,False,2,0,11,True,Self service,LOC_032,Software,Performance,3,3,5,False,False,1,2024-12-27 05:05:44.535979773,USER_0329,GROUP_24,USER_0024,5,0,5,4
INC0019014,Closed,False,1,0,10,True,Self service,,Network,Firewall,3,3,4,True,False,1,2024-10-25 12:39:42.307377387,USER_0221,GROUP_14,USER_0098,4,0,12,4
INC0019015,Closed,False,0,0,4,True,Phone,,Network,DNS,1,3,4,False,True,2,2023-11-22 19:48:56.716853099,USER_0344,GROUP_24,USER_0006,4,0,19,2
INC0019016,Closed,True,0,0,1,True,Email,LOC_019,Hardware,Monitor,3,3,5,False,False,2,2024-06-25 10:02:45.905915952,USER_0172,GROUP_06,USER_0075,5,0,10,1
INC0019017,Closed,False,5,0,21,False,Phone,LOC_041,Network,DNS,2,2,2,False,False,1,2024-05-12 08:56:39.384673366,USER_0011,GROUP_23,USER_0098,2,1,8,6
INC0019018,Closed,False,1,0,6,True,Self service,LOC_007,Hardware,Monitor,2,3,5,False,False,2,2024-03-25 01:45:11.806778214,USER_0341,GROUP_13,USER_0071,5,0,1,0
INC0019019,Closed,False,0,0,1,False,Chat,LOC_009,Software,Crash,2,3,3,False,False,1,2024-06-11 17:45:36.370482703,USER_0193,GROUP_08,USER_0053,3,0,17,1
INC0019020,Closed,False,0,0,1,True,Phone,,Network,Connectivity,3,1,3,True,False,1,2024-03-21 05:49:48.195271852,USER_0087,GROUP_09,USER_0056,3,0,5,3
INC0019021,Closed,False,1,0,10,True,Self service,LOC_037,Network,Connectivity,3,3,5,False,False,1,2024-02-16 17:53:07.144795286,USER_0391,GROUP_22,USER_0045,5,0,17,4
INC0019022,Closed,False,4,1,18,True,Email,LOC_023,Access,Password reset,1,3,2,True,True,3,2023-09-20 08:33:34.799632891,USER_0008,GROUP_15,USER_0080,2,1,8,2
INC0019023,Closed,False,1,0,9,True,Phone,LOC_044,Database,Connection,2,3,4,False,False,3,2024-06-16 10:16:19.703425260,USER_0309,GROUP_25,USER_0077,4,0,10,6
INC0019024,Closed,False,0,0,3,True,Email,LOC_013,Access,VPN access,2,2,4,False,False,2,2023-01-09 12:36:38.649641156,USER_0251,GROUP_08,USER_0041,4,0,12,0
INC0019025,Closed,False,1,0,6,True,Email,LOC_026,Software,Installation,3,1,2,True,True,2,2023-06-17 00:34:34.410587922,USER_0151,GROUP_21,USER_0098,2,1,0,5
INC0019026,Closed,True,0,0,5,False,Self service,LOC_003,Security,Malware,3,2,4,False,False,3,2024-01-21 09:21:50.757267427,USER_0392,GROUP_16,USER_0004,4,0,9,6
INC0019027,Active,False,1,0,6,True,Self service,LOC_001,Hardware,Laptop,2,3,4,True,False,1,2023-07-01 16:26:04.661236712,USER_0304,GROUP_21,USER_0050,4,0,16,5
INC0019028,Resolved,False,2,0,12,True,Chat,LOC_030,Database,Replication,3,2,4,False,True,1,2023-01-11 21:44:26.542686952,USER_0103,GROUP_26,USER_0067,4,0,21,2
INC0019029,Active,False,2,0,10,True,Email,LOC_010,Network,Firewall,3,1,3,True,False,1,2024-11-02 15:36:58.759961232,USER_0356,GROUP_08,USER_0020,3,0,15,5
INC0019030,Closed,False,1,0,5,True,Email,LOC_032,Network,DNS,3,1,4,False,False,2,2023-07-20 15:44:34.325294765,USER_0126,GROUP_03,USER_0048,4,0,15,3
INC0019031,Active,False,1,1,8,True,Email,LOC_004,Access,Permission,3,2,4,False,False,1,2024-09-13 07:05:54.268127118,USER_0236,GROUP_01,USER_0058,4,0,7,4
INC0019032,Closed,True,0,0,3,True,Phone,LOC_013,Database,Backup,3,3,4,False,False,1,2024-10-03 00:41:40.885032833,USER_0420,GROUP_27,USER_0090,4,0,0,3
INC0019033,Closed,False,2,1,13,True,Email,LOC_020,Access,Account locked,3,3,4,False,True,1,2024-06-21 17:38:58.504965890,USER_0227,GROUP_11,USER_0095,4,0,17,4
INC0019034,Closed,False,2,0,8,False,Self service,LOC_042,Software,Performance,3,3,5,False,True,2,2024-12-24 04:09:13.993939634,USER_0496,GROUP_12,USER_0004,5,0,4,1
INC0019035,Closed,False,1,0,7,True,Phone,LOC_012,Software,Installation,3,3,5,False,True,1,2024-12-05 15:08:21.362773062,USER_0423,GROUP_27,USER_0006,5,0,15,3
INC0019036,Resolved,False,1,0,8,True,Chat,LOC_006,Software,Crash,3,2,5,False,False,2,2024-01-20 12:58:21.272275249,USER_0240,GROUP_21,USER_0082,5,0,12,5
INC0019037,Resolved,True,1,0,4,True,Self service,LOC_037,Email,Attachment,3,2,4,False,False,1,2023-02-06 23:05:34.905050333,USER_0403,GROUP_04,USER_0077,4,0,23,0
INC0019038,Active,False,2,0,11,True,Self service,LOC_029,Database,Replication,1,3,3,False,True,1,2023-02-08 17:33:01.254250946,USER_0105,GROUP_21,USER_0013,3,0,17,2
INC0019039,Closed,False,2,0,8,False,Chat,LOC_033,Access,Account locked,3,1,2,False,True,1,2024-06-28 19:37:29.627098043,USER_0489,GROUP_12,USER_0060,2,1,19,4
INC0019040,Closed,True,0,0,5,True,Email,LOC_048,Network,DNS,3,3,5,False,True,1,2024-08-20 06:09:16.113051072,USER_0178,GROUP_24,USER_0024,5,0,6,1
INC0019041,Closed,False,1,0,5,True,Phone,LOC_032,Email,Not receiving,3,3,4,False,False,2,2024-07-14 17:04:48.914668874,USER_0057,GROUP_12,USER_0060,4,0,17,6
INC0019042,Active,False,0,0,1,True,Self service,LOC_001,Software,Installation,1,3,4,True,True,1,2024-11-29 01:03:52.788455669,USER_0284,GROUP_13,USER_0046,4,0,1,4
INC0019043,Closed,False,1,0,7,True,Walk-in,,Network,DNS,3,2,4,False,False,2,2024-04-22 15:58:54.782848122,USER_0120,,USER_0030,4,0,15,0
INC0019044,Closed,False,0,0,1,True,Phone,,Software,Crash,3,2,4,False,False,1,2023-12-13 22:25:19.317175797,USER_0360,GROUP_27,USER_0034,4,0,22,2
INC0019045,Closed,False,1,0,5,True,Phone,LOC_033,Software,Performance,3,3,5,False,False,1,2023-05-10 18:46:24.224287609,USER_0099,GROUP_17,USER_0090,5,0,18,2
INC0019046,Closed,False,0,0,1,True,Phone,LOC_023,Network,VPN,2,2,3,False,False,2,2024-09-23 02:47:52.356486659,USER_0132,GROUP_23,USER_0030,3,0,2,0
INC0019047,Closed,False,0,2,9,True,Phone,,Hardware,Server,3,2,5,False,False,2,2023-01-08 00:49:59.380895923,USER_0356,GROUP_11,USER_0002,5,0,0,6
INC0019048,Closed,False,3,0,12,True,Walk-in,LOC_008,Software,Crash,3,2,4,True,False,1,2023-06-13 00:02:55.409336549,USER_0378,GROUP_10,USER_0098,4,0,0,1
INC0019049,Closed,False,0,0,2,True,Phone,LOC_024,Software,Performance,3,2,5,False,False,1,2023-09-03 23:42:02.682269158,USER_0347,GROUP_06,USER_0003,5,0,23,6
INC0019050,Closed,False,0,0,6,False,Self service,LOC_035,Software,License,3,3,5,False,True,1,2023-12-17 20:31:14.787994724,USER_0115,GROUP_05,USER_0096,5,0,20,6
INC0019051,Resolved,False,1,0,9,True,Walk-in,LOC_019,Network,DNS,2,3,4,False,False,1,2024-08-18 22:15:49.681386891,USER_0116,GROUP_26,USER_0058,4,0,22,6
INC0019052,Closed,False,0,0,5,True,Self service,LOC_050,Network,Firewall,3,3,5,False,True,1,2023-01-23 16:42:44.802654436,USER_0254,GROUP_12,USER_0008,5,0,16,0
INC0019053,Closed,True,0,0,4,True,Phone,LOC_041,Other,Miscellaneous,2,2,3,False,True,1,2024-10-25 16:25:02.214287215,USER_0194,GROUP_03,USER_0079,3,0,16,4
INC0019054,Closed,False,0,0,10,False,Self service,LOC_008,Access,Account locked,3,2,4,False,False,2,2023-10-21 05:10:17.104672316,USER_0182,GROUP_17,USER_0043,4,0,5,5
INC0019055,Closed,False,2,0,10,True,Chat,,Software,Installation,3,3,5,False,False,3,2024-11-14 19:47:13.245719484,USER_0238,GROUP_16,USER_0035,5,0,19,3
INC0019056,Closed,False,2,0,10,True,Phone,LOC_013,Other,Other,1,3,3,False,False,3,2024-04-20 13:40:52.877230123,USER_0359,GROUP_03,USER_0032,3,0,13,5
INC0019057,Resolved,True,2,0,9,True,Phone,LOC_016,Security,Access breach,3,3,4,False,True,2,2024-07-29 09:45:06.062007596,USER_0278,GROUP_16,USER_0059,4,0,9,0
INC0019058,Resolved,False,0,0,4,True,Walk-in,,Network,DNS,3,3,5,False,True,2,2024-09-10 19:50:28.658223594,USER_0007,,USER_0059,5,0,19,1
INC0019059,Closed,False,1,0,9,True,Email,LOC_016,Network,VPN,2,3,3,False,False,1,2023-12-08 22:15:51.590720519,USER_0127,GROUP_04,USER_0039,3,0,22,4
INC0019060,Closed,False,1,0,4,True,Email,LOC_009,Access,VPN access,3,2,5,True,True,2,2024-11-13 03:52:49.488041750,USER_0464,GROUP_08,USER_0034,5,0,3,2
INC0019061,Closed,False,0,0,3,True,Chat,LOC_005,Database,Backup,1,3,3,True,False,1,2023-11-01 08:16:25.967472052,USER_0212,GROUP_09,USER_0044,3,0,8,2
INC0019062,Closed,False,2,0,10,True,Self service,LOC_034,Email,Attachment,3,3,5,False,False,2,2024-01-31 14:14:27.937560045,USER_0134,GROUP_27,USER_0091,5,0,14,2
INC0019063,Resolved,False,0,0,2,True,Email,LOC_006,Access,VPN access,3,3,5,False,False,2,2023-06-17 11:29:42.970908918,USER_0349,GROUP_25,USER_0003,5,0,11,5
INC0019064,Closed,True,1,0,10,True,Email,LOC_047,Software,Crash,3,3,4,False,False,2,2024-12-20 18:16:01.475008189,USER_0266,,USER_0025,4,0,18,4
INC0019065,Closed,False,2,0,9,False,Phone,LOC_049,Network,Connectivity,2,3,5,True,True,3,2023-06-24 07:34:59.860619810,USER_0198,GROUP_09,USER_0037,5,0,7,5
INC0019066,Closed,False,1,0,9,True,Phone,LOC_028,Network,VPN,3,2,4,True,True,2,2023-02-28 18:09:34.272929642,USER_0096,GROUP_29,USER_0029,4,0,18,1
INC0019067,Resolved,True,0,0,4,True,Email,,Network,DNS,3,2,5,False,False,1,2024-10-31 15:52:20.047375686,USER_0200,GROUP_20,USER_0001,5,0,15,3
INC0019068,Active,False,1,0,4,True,Phone,LOC_032,Network,DNS,3,3,5,False,False,2,2023-03-10 13:07:14.821335359,USER_0451,GROUP_16,USER_0024,5,0,13,4
INC0019069,Closed,False,1,0,9,True,Walk-in,,Software,License,2,3,3,False,False,2,2024-04-12 14:38:53.292372895,USER_0200,GROUP_26,USER_0004,3,0,14,4
INC0019070,Closed,False,1,0,10,True,Phone,LOC_048,Network,Connectivity,3,3,5,True,False,2,2023-11-30 20:34:09.721578774,USER_0453,GROUP_24,USER_0009,5,0,20,3
INC0019071,Closed,True,1,0,8,True,Email,LOC_038,Network,DNS,3,3,5,False,True,1,2023-03-27 02:08:36.036531064,USER_0089,GROUP_14,USER_0087,5,0,2,0
INC0019072,Closed,False,4,1,19,True,Self service,LOC_001,Software,Crash,2,3,4,False,True,2,2023-08-03 04:20:47.926242859,USER_0479,GROUP_10,USER_0047,4,0,4,3
INC0019073,Resolved,True,0,0,7,True,Self service,,Software,Performance,2,3,5,False,True,1,2024-01-06 11:07:22.694635512,USER_0402,GROUP_25,USER_0047,5,0,11,5
INC0019074,Closed,True,2,0,9,True,Email,LOC_018,Software,License,3,2,3,False,True,1,2024-07-07 07:35:28.854494384,USER_0346,GROUP_22,USER_0032,3,0,7,6
INC0019075,Closed,False,2,0,14,True,Email,LOC_006,Software,License,3,1,3,False,False,1,2024-09-09 12:42:43.907163373,USER_0222,,USER_0038,3,0,12,0
INC0019076,Active,True,4,1,16,True,Walk-in,LOC_005,Database,Backup,2,1,1,False,True,1,2023-03-15 12:43:14.052780753,USER_0478,GROUP_02,USER_0082,1,1,12,2
INC0019077,Closed,False,1,0,4,True,Phone,,Access,Password reset,2,3,4,False,True,3,2023-09-07 18:45:17.138390095,USER_0443,GROUP_17,USER_0047,4,0,18,3
INC0019078,Active,False,1,0,10,False,Self service,LOC_033,Network,Firewall,2,3,5,True,False,2,2024-12-14 05:43:46.522395314,USER_0272,,USER_0086,5,0,5,5
INC0019079,Closed,True,1,0,6,True,Walk-in,LOC_013,Network,VPN,3,3,5,False,False,1,2024-03-22 09:02:54.082617995,USER_0249,GROUP_02,USER_0062,5,0,9,4
INC0019080,Closed,True,1,0,7,True,Phone,LOC_020,Access,Password reset,1,3,3,True,False,2,2024-07-14 00:13:46.133612651,USER_0378,GROUP_07,USER_0055,3,0,0,6
INC0019081,Resolved,False,0,0,4,True,Chat,LOC_014,Software,License,3,3,5,False,False,1,2023-03-18 06:43:25.684220269,USER_0039,GROUP_21,USER_0029,5,0,6,5
INC0019082,Closed,False,0,0,6,True,Self service,LOC_004,Email,Attachment,3,3,4,True,False,2,2024-06-28 02:07:42.161238342,USER_0003,GROUP_01,USER_0026,4,0,2,4
INC0019083,Closed,False,4,0,16,True,Email,LOC_018,Hardware,Monitor,3,3,5,False,False,1,2024-11-21 01:56:18.869447225,USER_0036,GROUP_02,USER_0070,5,0,1,3
INC0019084,Active,True,1,0,5,True,Email,LOC_041,Email,Attachment,3,2,3,False,False,2,2024-08-25 19:20:54.576702461,USER_0268,GROUP_26,USER_0087,3,0,19,6
INC0019085,Resolved,False,1,0,4,True,Walk-in,LOC_039,Access,Account locked,3,3,4,True,True,3,2023-02-24 23:36:32.650399351,USER_0302,GROUP_20,USER_0090,4,0,23,4
INC0019086,Closed,False,1,0,7,True,Phone,,Database,Connection,3,2,4,False,True,1,2023-12-20 15:10:50.945060427,USER_0061,GROUP_26,USER_0094,4,0,15,2
INC0019087,Active,False,1,0,11,True,Email,LOC_049,Network,DNS,3,3,5,False,False,1,2024-08-02 17:04:34.975898721,USER_0230,,USER_0020,5,0,17,4
INC0019088,Resolved,True,2,0,12,True,Self service,LOC_007,Access,VPN access,3,2,4,False,False,1,2024-06-13 18:32:03.537781767,USER_0447,GROUP_23,USER_0050,4,0,18,3
INC0019089,Closed,False,1,1,7,True,Self service,LOC_038,Email,Spam,1,2,2,False,True,3,2023-07-22 00:36:27.575800059,USER_0474,GROUP_25,USER_0068,2,1,0,5
INC0019090,Closed,False,1,0,6,True,Phone,,Email,Not receiving,3,3,5,True,False,1,2024-04-29 19:40:44.623129427,USER_0313,GROUP_21,USER_0022,5,0,19,0
INC0019091,Resolved,False,0,0,5,True,Phone,LOC_040,Network,Connectivity,3,2,4,True,False,1,2023-06-12 20:23:40.849683800,USER_0432,GROUP_28,USER_0038,4,0,20,0
INC0019092,Active,False,0,0,3,True,Self service,LOC_023,Email,Not receiving,2,2,3,False,False,1,2024-04-27 07:37:10.872958610,USER_0457,GROUP_19,USER_0060,3,0,7,5
INC0019093,Closed,False,1,0,6,True,Email,LOC_022,Network,VPN,3,2,4,False,True,1,2023-04-08 13:50:00.862966046,USER_0224,GROUP_24,USER_0044,4,0,13,5
INC0019094,Resolved,False,2,0,9,True,Phone,LOC_050,Hardware,Printer,3,3,5,False,False,3,2023-07-12 13:12:33.482500226,USER_0034,GROUP_11,USER_0015,5,0,13,2
INC0019095,Active,False,0,0,4,True,Phone,LOC_021,Database,Connection,2,2,4,False,False,1,2023-09-13 01:09:46.223058703,USER_0397,GROUP_21,USER_0088,4,0,1,2
INC0019096,Active,False,1,0,7,True,Email,LOC_009,Hardware,Server,1,3,3,False,False,1,2023-02-13 13:45:26.530869962,USER_0141,GROUP_16,USER_0075,3,0,13,0
INC0019097,Closed,True,5,1,24,False,Email,LOC_011,Security,Access breach,2,1,2,False,True,2,2024-04-18 16:32:26.225781759,USER_0186,GROUP_07,USER_0060,2,1,16,3
INC0019098,Active,True,0,1,8,True,Walk-in,LOC_005,Database,Backup,2,3,3,False,False,2,2023-05-29 21:23:49.836697178,USER_0099,GROUP_14,USER_0077,3,0,21,0
INC0019099,Resolved,False,0,0,3,True,Phone,LOC_002,Network,Firewall,3,3,5,False,True,1,2024-08-26 21:13:12.109886416,USER_0191,GROUP_17,USER_0063,5,0,21,0
INC0019100,Closed,False,2,0,10,True,Walk-in,,Security,Malware,3,3,5,True,False,1,2023-09-24 15:16:00.943865345,USER_0434,GROUP_23,USER_0015,5,0,15,6
INC0019101,Resolved,False,0,0,2,False,Walk-in,LOC_027,Access,Permission,3,3,4,False,False,1,2024-02-27 17:10:40.624072255,USER_0027,GROUP_18,USER_0055,4,0,17,1
INC0019102,Active,True,1,0,7,True,Email,LOC_004,Network,DNS,3,3,5,False,False,1,2023-04-23 16:12:32.938782180,USER_0237,GROUP_17,USER_0088,5,0,16,6
INC0019103,Closed,False,0,0,5,False,Phone,LOC_009,Database,Connection,2,2,4,True,False,1,2023-03-30 01:08:19.212975439,USER_0179,GROUP_22,USER_0068,4,0,1,3
INC0019104,Closed,False,0,0,3,False,Chat,LOC_009,Software,Installation,3,3,4,False,True,2,2024-02-04 18:17:09.336874626,USER_0426,GROUP_04,USER_0045,4,0,18,6
INC0019105,Active,False,0,0,1,True,Phone,LOC_037,Software,Crash,3,3,5,False,True,1,2023-12-15 09:57:18.466689556,USER_0350,GROUP_12,USER_0041,5,0,9,4
INC0019106,Resolved,False,1,0,7,True,Email,LOC_037,Hardware,Server,3,3,4,False,False,1,2024-01-19 20:07:37.635023423,USER_0124,GROUP_18,USER_0026,4,0,20,4
INC0019107,Closed,False,0,0,2,False,Email,LOC_039,Software,License,3,3,5,False,True,1,2024-09-05 22:03:40.657110703,USER_0262,GROUP_03,USER_0055,5,0,22,3
INC0019108,Closed,False,1,0,7,True,Self service,LOC_015,Network,DNS,3,3,5,False,True,1,2023-11-23 03:15:11.906184899,USER_0403,GROUP_18,USER_0067,5,0,3,3
INC0019109,Active,False,0,0,3,True,Email,LOC_048,Other,Other,3,2,4,False,False,2,2023-11-20 10:00:52.240599856,USER_0153,GROUP_06,USER_0040,4,0,10,0
INC0019110,Closed,False,0,0,3,True,Email,LOC_025,Database,Replication,2,3,3,True,True,1,2023-08-11 22:46:52.395272041,USER_0129,GROUP_03,USER_0083,3,0,22,4
INC0019111,Closed,False,1,0,8,False,Walk-in,LOC_036,Software,License,2,3,4,False,False,2,2024-01-04 00:47:02.048374369,USER_0173,GROUP_14,USER_0046,4,0,0,3
INC0019112,Closed,False,1,0,6,False,Chat,LOC_014,Software,Installation,1,3,2,False,True,2,2024-03-03 04:06:47.837470775,USER_0309,GROUP_06,USER_0063,2,1,4,6
INC0019113,Closed,False,1,0,4,True,Email,LOC_014,Software,License,3,3,5,True,False,1,2024-03-20 20:37:39.122154052,USER_0426,GROUP_06,USER_0014,5,0,20,2
INC0019114,Closed,False,0,0,4,False,Email,LOC_010,Software,Crash,1,3,3,True,False,1,2024-03-30 02:14:42.488594983,USER_0399,GROUP_21,USER_0082,3,0,2,5
INC0019115,Closed,False,3,0,12,False,Self service,,Software,Performance,3,2,4,False,False,1,2023-07-27 19:39:51.769890749,USER_0006,GROUP_24,USER_0067,4,0,19,3
INC0019116,Closed,False,3,0,15,False,Self service,LOC_031,Software,Crash,2,3,4,False,False,1,2024-05-11 02:25:00.043254386,USER_0299,GROUP_20,USER_0007,4,0,2,5
INC0019117,Closed,False,1,1,9,False,Phone,LOC_026,Hardware,Monitor,3,3,5,False,False,2,2024-06-15 22:45:08.123461346,USER_0139,GROUP_07,USER_0050,5,0,22,5
INC0019118,Closed,True,2,0,9,False,Email,LOC_018,Network,VPN,2,3,5,True,True,3,2024-04-24 18:44:53.145616340,USER_0226,GROUP_03,USER_0002,5,0,18,2
INC0019119,Closed,True,2,0,10,True,Phone,LOC_004,Database,Replication,3,2,4,True,False,1,2023-06-12 13:05:06.561516998,USER_0461,GROUP_10,USER_0024,4,0,13,0
INC0019120,Resolved,False,1,0,11,True,Email,,Email,Not receiving,3,3,4,True,False,1,2024-03-14 06:06:51.182546477,USER_0239,GROUP_11,USER_0057,4,0,6,3
INC0019121,Closed,True,0,1,4,True,Self service,LOC_009,Network,DNS,3,3,5,False,False,1,2023-09-26 12:25:05.052384205,USER_0064,GROUP_09,USER_0029,5,0,12,1
