reassignment_count,reopen_count,contact_type,location,category,subcategory,impact,urgency,notify,assignment_group,hour,day_of_week,is_business_hours,is_weekend,is_night,quarter,impact_urgency_score,escalation_risk
0,0,1,LOC_032,5,9,3,2,2,GROUP_06,23,5,0,1,1,2,5,0
1,0,1,LOC_004,3,23,3,3,3,GROUP_27,9,6,0,1,0,3,6,0
0,0,1,Unknown,7,6,3,2,1,GROUP_05,18,1,0,0,1,1,5,0
1,0,0,LOC_039,0,19,2,3,1,GROUP_03,1,3,0,0,1,4,5,0
0,0,2,LOC_026,1,3,3,3,2,GROUP_12,0,6,0,1,1,4,6,0
2,0,0,LOC_037,3,11,3,2,1,GROUP_25,16,2,1,0,0,2,5,0
1,0,1,Unknown,6,13,2,3,2,GROUP_11,15,4,1,0,0,4,5,0
1,0,0,LOC_044,1,24,2,3,2,GROUP_21,3,1,0,0,1,2,5,0
2,0,4,LOC_031,4,8,3,3,2,GROUP_14,14,4,1,0,0,3,6,0
3,0,1,LOC_030,7,10,3,1,2,GROUP_01,4,6,0,1,1,3,4,0
1,0,1,Unknown,7,12,3,2,1,GROUP_16,16,1,1,0,0,4,5,0
2,0,1,LOC_039,1,4,3,3,1,GROUP_23,19,3,0,0,1,2,6,0
1,0,1,LOC_034,0,19,2,3,1,Unassigned,8,1,0,0,0,1,5,0
0,0,2,LOC_036,0,30,3,2,1,GROUP_16,11,5,0,1,0,1,5,0
2,1,4,LOC_005,2,16,3,1,2,GROUP_22,22,0,0,0,1,2,4,1
1,0,2,LOC_039,7,6,2,3,1,Unassigned,19,3,0,0,1,2,5,0
2,0,1,LOC_012,6,22,1,3,1,GROUP_03,14,1,1,0,0,4,4,0
1,0,2,LOC_029,4,7,3,1,1,GROUP_26,17,1,0,0,0,2,4,0
0,0,2,Unknown,3,23,3,1,1,GROUP_29,23,2,0,0,1,1,4,0
0,0,4,LOC_036,4,5,3,1,1,Unassigned,0,5,0,1,1,2,4,0
5,0,3,Unknown,5,18,3,1,1,GROUP_22,20,5,0,1,1,2,4,0
0,0,2,LOC_024,2,17,3,3,1,GROUP_17,5,4,0,0,1,1,6,0
2,1,3,LOC_032,2,2,2,1,1,GROUP_21,2,3,0,0,1,2,3,1
1,0,1,LOC_009,7,10,2,2,2,GROUP_09,14,3,1,0,0,2,4,0
0,0,2,LOC_004,7,6,3,3,1,GROUP_02,4,3,0,0,1,3,6,0
0,0,2,LOC_025,7,20,2,3,2,GROUP_16,4,5,0,1,1,1,5,0
2,0,1,LOC_011,2,16,3,3,1,GROUP_08,21,1,0,0,1,3,6,0
1,0,2,LOC_046,3,15,3,3,1,Unassigned,10,4,1,0,0,1,6,0
2,1,2,LOC_049,6,22,1,2,1,GROUP_16,23,5,0,1,1,1,3,1
3,0,1,LOC_017,6,0,2,1,3,GROUP_01,6,1,0,0,1,2,3,0
1,0,1,LOC_042,7,10,3,2,1,GROUP_01,21,4,0,0,1,1,5,0
1,0,1,Unknown,7,20,3,3,1,GROUP_20,1,1,0,0,1,3,6,0
0,0,2,Unknown,0,21,2,3,3,GROUP_11,11,0,1,0,0,1,5,0
1,0,3,LOC_022,7,6,3,3,2,GROUP_25,2,4,0,0,1,1,6,0
2,0,2,LOC_035,5,14,3,2,2,GROUP_11,9,2,1,0,0,4,5,0
7,0,4,LOC_014,4,5,2,1,2,GROUP_14,14,1,1,0,0,1,3,0
1,0,3,Unknown,6,31,3,3,1,Unassigned,3,5,0,1,1,2,6,0
1,0,2,LOC_043,4,7,1,3,1,GROUP_27,8,6,0,1,0,4,4,0
4,1,2,LOC_001,7,6,3,3,1,GROUP_04,11,3,1,0,0,1,6,1
0,0,2,LOC_049,5,9,2,3,2,GROUP_22,7,6,0,1,1,3,5,0
0,0,2,LOC_018,2,27,3,2,2,GROUP_21,7,5,0,1,1,2,5,0
1,0,1,LOC_019,1,24,3,2,1,Unassigned,23,4,0,0,1,1,5,0
2,1,1,LOC_032,5,9,3,3,1,GROUP_28,3,5,0,1,1,3,6,1
0,0,3,LOC_021,7,12,2,3,1,GROUP_19,23,6,0,1,1,2,5,0
3,0,3,LOC_023,2,27,3,3,3,GROUP_04,23,0,0,0,1,1,6,0
0,0,1,LOC_029,0,30,3,2,2,GROUP_25,10,0,1,0,0,4,5,0
0,0,1,Unknown,7,12,3,2,2,GROUP_04,16,1,1,0,0,2,5,0
0,0,3,LOC_047,5,18,3,3,1,GROUP_11,15,6,0,1,0,1,6,0
2,1,3,Unknown,7,12,3,3,1,GROUP_19,1,6,0,1,1,1,6,1
0,1,1,LOC_031,3,15,3,2,1,GROUP_22,3,1,0,0,1,2,5,0
1,0,2,LOC_021,3,23,3,1,2,GROUP_02,21,6,0,1,1,3,4,0
0,1,3,LOC_030,7,10,1,3,2,GROUP_02,15,0,1,0,0,3,4,0
0,0,2,LOC_001,4,29,2,3,2,GROUP_07,22,4,0,0,1,3,5,0
1,0,1,Unknown,2,2,2,3,2,GROUP_21,16,5,0,1,0,3,5,0
0,0,2,LOC_014,3,25,3,2,1,GROUP_07,5,0,0,0,1,3,5,0
0,0,0,LOC_013,7,10,3,3,1,GROUP_03,15,5,0,1,0,3,6,0
1,0,3,Unknown,2,27,2,3,2,GROUP_04,7,3,0,0,1,3,5,0
1,0,2,LOC_045,1,4,2,2,2,GROUP_21,4,0,0,0,1,1,4,0
1,0,4,LOC_015,2,2,3,2,1,GROUP_13,9,0,1,0,0,3,5,0
3,0,0,LOC_020,1,3,3,3,1,GROUP_18,21,6,0,1,1,3,6,0
0,0,1,LOC_050,4,29,2,2,1,GROUP_20,1,3,0,0,1,3,4,0
2,1,1,LOC_027,2,2,2,3,3,GROUP_24,4,1,0,0,1,3,5,1
0,0,3,LOC_030,4,29,3,3,1,GROUP_24,3,4,0,0,1,4,6,0
1,0,2,LOC_002,2,2,3,3,1,GROUP_27,2,2,0,0,1,3,6,0
3,0,1,LOC_003,5,28,2,2,1,GROUP_11,3,2,0,0,1,2,4,0
1,0,2,LOC_044,5,18,2,2,3,GROUP_01,5,4,0,0,1,4,4,0
1,0,2,LOC_018,4,8,3,3,1,GROUP_02,10,1,1,0,0,2,6,0
0,0,3,LOC_037,1,4,3,1,1,GROUP_21,14,5,0,1,0,3,4,0
0,0,3,Unknown,3,15,3,3,1,GROUP_22,2,1,0,0,1,1,6,0
3,0,2,LOC_039,4,29,2,2,1,GROUP_10,18,1,0,0,1,1,4,0
0,0,0,LOC_049,1,26,3,2,1,GROUP_03,21,5,0,1,1,2,5,0
2,0,2,LOC_012,0,19,3,2,1,Unassigned,9,5,0,1,0,2,5,0
4,0,2,LOC_032,7,10,3,1,1,GROUP_07,11,6,0,1,0,3,4,0
1,0,1,LOC_022,2,16,2,3,2,GROUP_10,23,4,0,0,1,4,5,0
1,1,2,LOC_027,1,24,3,3,1,GROUP_07,0,6,0,1,1,3,6,0
0,0,3,Unknown,4,8,3,3,2,GROUP_13,23,0,0,0,1,2,6,0
1,0,3,LOC_012,7,20,3,3,1,GROUP_26,4,1,0,0,1,4,6,0
1,0,1,LOC_039,7,12,3,1,1,GROUP_15,1,6,0,1,1,4,4,0
0,0,4,LOC_046,7,10,3,2,1,GROUP_27,19,0,0,0,1,1,5,0
0,0,1,LOC_034,2,27,3,2,2,GROUP_21,6,2,0,0,1,2,5,0
1,0,2,LOC_049,2,16,2,2,1,GROUP_19,0,4,0,0,1,3,4,0
1,0,3,Unknown,3,15,3,1,1,GROUP_03,7,6,0,1,1,2,4,0
2,0,4,Unknown,4,5,3,3,2,GROUP_15,4,0,0,0,1,3,6,0
0,0,4,LOC_041,0,21,3,3,1,GROUP_23,6,3,0,0,1,4,6,0
2,0,2,LOC_024,1,24,1,2,2,GROUP_15,7,2,0,0,1,1,3,0
0,0,1,LOC_023,6,22,3,3,2,GROUP_29,13,2,1,0,0,3,6,0
0,0,0,Unknown,0,21,3,3,2,GROUP_20,0,2,0,0,1,1,6,0
1,1,2,LOC_013,3,25,3,2,1,GROUP_13,5,3,0,0,1,4,5,0
1,0,2,Unknown,7,10,3,2,1,GROUP_14,4,4,0,0,1,3,5,0
2,0,2,LOC_013,3,15,1,2,3,GROUP_17,15,3,1,0,0,2,3,0
3,0,2,LOC_011,0,19,1,1,2,GROUP_14,18,3,0,0,1,2,2,0
1,1,1,LOC_035,4,7,3,2,2,GROUP_12,9,2,1,0,0,2,5,0
1,0,3,LOC_049,0,19,3,2,2,GROUP_04,8,1,0,0,0,3,5,0
0,0,0,LOC_001,7,12,3,3,1,GROUP_19,21,0,0,0,1,4,6,0
2,0,2,LOC_002,4,8,3,2,2,GROUP_18,2,4,0,0,1,4,5,0
1,0,3,Unknown,2,16,3,1,1,GROUP_16,15,3,1,0,0,1,4,0
1,0,2,LOC_044,2,27,2,3,1,GROUP_18,20,1,0,0,1,1,5,0
0,0,1,LOC_025,4,7,2,2,1,GROUP_07,6,4,0,0,1,1,4,0
4,1,1,LOC_009,2,17,1,3,1,GROUP_09,22,3,0,0,1,4,4,1
0,0,1,LOC_036,0,1,3,2,1,GROUP_08,3,1,0,0,1,3,5,0
2,0,3,LOC_008,6,13,3,2,1,GROUP_02,13,3,1,0,0,4,5,0
1,0,2,LOC_049,7,12,2,3,2,GROUP_19,2,4,0,0,1,4,5,0
2,0,1,LOC_019,1,4,3,3,2,GROUP_02,7,5,0,1,1,2,6,0
0,0,4,LOC_014,7,20,2,3,1,GROUP_07,7,6,0,1,1,4,5,0
2,0,4,LOC_007,3,11,3,3,2,GROUP_16,13,6,0,1,0,1,6,0
0,0,1,LOC_034,5,28,3,3,1,GROUP_15,1,1,0,0,1,1,6,0
0,0,2,LOC_022,3,15,2,3,1,Unassigned,12,2,1,0,0,2,5,0
2,0,1,LOC_010,2,27,3,3,2,GROUP_05,15,0,1,0,0,4,6,0
0,0,3,Unknown,7,20,3,3,3,GROUP_22,5,4,0,0,1,2,6,0
1,0,3,LOC_018,4,8,2,2,1,GROUP_03,9,4,1,0,0,4,4,0
2,0,2,LOC_022,3,23,3,2,2,GROUP_02,23,6,0,1,1,1,5,0
0,0,1,Unknown,3,15,3,3,1,GROUP_03,17,0,0,0,0,2,6,0
0,0,1,LOC_031,7,12,2,3,2,GROUP_02,1,0,0,0,1,1,5,0
4,0,2,Unknown,2,27,3,1,1,GROUP_12,0,4,0,0,1,2,4,0
1,0,1,LOC_049,4,5,2,3,1,GROUP_22,12,2,1,0,0,2,5,0
0,0,2,LOC_012,3,25,3,2,1,GROUP_21,8,4,0,0,0,1,5,0
3,1,3,LOC_002,4,8,2,1,1,GROUP_05,8,5,0,1,0,1,3,1
3,0,2,LOC_003,5,9,3,2,1,GROUP_16,19,2,0,0,1,2,5,0
2,4,2,LOC_001,1,26,1,2,3,GROUP_22,11,0,1,0,0,4,3,1
1,0,3,LOC_048,1,24,2,2,1,GROUP_04,22,6,0,1,1,3,4,0
0,0,2,LOC_026,2,17,3,3,1,GROUP_27,6,3,0,0,1,1,6,0
1,0,3,LOC_027,4,5,2,2,2,GROUP_10,2,4,0,0,1,4,4,0
0,0,3,LOC_034,4,7,3,2,1,GROUP_21,16,2,1,0,0,1,5,0
3,0,1,LOC_023,7,10,3,3,1,GROUP_05,18,3,0,0,1,3,6,0
1,1,0,LOC_017,2,2,3,3,1,GROUP_26,18,2,0,0,1,4,6,0
0,0,1,Unknown,7,10,2,3,1,GROUP_28,23,1,0,0,1,3,5,0
2,0,2,LOC_009,1,26,1,3,1,GROUP_05,12,6,0,1,0,2,4,0
0,0,2,LOC_027,4,29,2,3,2,GROUP_01,17,2,0,0,0,1,5,0
0,1,1,LOC_019,7,20,3,2,3,GROUP_25,3,4,0,0,1,4,5,0
1,0,2,LOC_044,7,6,3,3,2,GROUP_20,23,6,0,1,1,1,6,0
1,1,1,LOC_006,2,17,3,1,1,GROUP_19,22,5,0,1,1,4,4,0
2,0,2,LOC_005,4,8,2,3,2,GROUP_14,8,6,0,1,0,3,5,0
0,0,1,LOC_006,0,30,3,1,2,GROUP_01,23,3,0,0,1,3,4,0
1,1,2,LOC_020,0,30,3,3,1,GROUP_20,10,0,1,0,0,1,6,0
1,0,1,LOC_010,7,12,3,3,2,GROUP_29,7,5,0,1,1,3,6,0
1,0,1,LOC_039,4,8,3,3,1,GROUP_07,12,0,1,0,0,4,6,0
0,0,1,Unknown,4,7,3,3,3,GROUP_08,7,2,0,0,1,4,6,0
5,0,3,LOC_014,0,19,2,2,1,Unassigned,3,6,0,1,1,2,4,0
0,0,2,LOC_031,4,8,3,3,2,GROUP_17,9,1,1,0,0,4,6,0
2,0,3,LOC_030,7,10,3,3,1,GROUP_13,19,6,0,1,1,1,6,0
0,0,1,Unknown,7,12,3,1,1,GROUP_27,18,4,0,0,1,3,4,0
0,1,1,LOC_049,7,20,3,3,1,GROUP_01,17,1,0,0,0,3,6,0
1,0,2,LOC_002,0,1,3,3,3,GROUP_19,1,2,0,0,1,4,6,0
0,0,1,LOC_049,1,26,3,2,1,GROUP_26,14,3,1,0,0,2,5,0
2,0,3,LOC_034,2,2,3,3,2,GROUP_27,14,2,1,0,0,1,6,0
2,0,3,LOC_008,4,5,2,2,1,GROUP_21,17,4,0,0,0,1,4,0
1,0,2,LOC_001,7,6,3,3,3,GROUP_23,8,4,0,0,0,3,6,0
1,0,0,LOC_042,7,6,3,3,1,GROUP_20,3,6,0,1,1,3,6,0
2,0,3,LOC_041,3,25,3,2,1,GROUP_10,4,0,0,0,1,1,5,0
1,1,2,LOC_003,4,7,2,3,1,GROUP_13,11,6,0,1,0,1,5,0
1,0,0,LOC_004,2,16,3,3,2,GROUP_19,5,3,0,0,1,3,6,0
0,0,2,Unknown,7,20,2,3,2,GROUP_16,16,1,1,0,0,1,5,0
2,0,2,LOC_008,0,21,2,3,1,GROUP_02,20,0,0,0,1,3,5,0
0,1,1,LOC_013,4,8,2,2,1,GROUP_09,12,4,1,0,0,4,4,0
1,0,1,LOC_030,7,6,3,3,1,GROUP_18,16,6,0,1,0,2,6,0
1,0,2,LOC_047,2,17,2,3,1,GROUP_23,6,3,0,0,1,3,5,0
1,0,1,LOC_022,4,29,3,2,1,GROUP_14,19,3,0,0,1,4,5,0
1,0,2,LOC_021,2,17,3,3,1,GROUP_19,18,0,0,0,1,4,6,0
0,0,1,LOC_002,6,0,1,3,1,GROUP_08,16,0,1,0,0,1,4,0
0,0,0,LOC_036,6,13,3,2,1,GROUP_13,5,1,0,0,1,2,5,0
2,0,2,LOC_047,2,27,3,3,1,GROUP_02,2,5,0,1,1,3,6,0
2,0,4,LOC_010,3,15,3,1,1,GROUP_16,15,4,1,0,0,4,4,0
1,0,2,Unknown,4,5,3,2,1,GROUP_10,5,3,0,0,1,3,5,0
1,0,3,LOC_011,7,12,3,2,1,GROUP_09,0,1,0,0,1,2,5,0
1,1,4,LOC_048,3,25,3,2,1,GROUP_15,11,1,1,0,0,1,5,0
0,0,3,LOC_004,4,5,3,2,1,GROUP_01,4,0,0,0,1,1,5,0
1,0,4,LOC_038,6,13,2,2,1,GROUP_09,23,3,0,0,1,4,4,0
2,0,3,LOC_010,2,17,3,3,2,GROUP_06,17,4,0,0,0,4,6,0
0,0,1,LOC_006,0,30,3,3,2,GROUP_10,14,6,0,1,0,4,6,0
2,0,0,LOC_023,6,31,2,3,1,GROUP_25,23,3,0,0,1,1,5,0
2,0,1,LOC_009,4,7,2,3,1,GROUP_02,23,5,0,1,1,4,5,0
1,0,1,LOC_042,6,22,3,3,2,GROUP_07,16,0,1,0,0,3,6,0
2,0,2,LOC_022,7,6,3,2,1,GROUP_03,0,5,0,1,1,3,5,0
0,0,4,LOC_047,2,16,3,3,1,GROUP_19,8,2,0,0,0,4,6,0
2,0,2,Unknown,6,22,2,2,1,GROUP_01,12,3,1,0,0,4,4,0
2,0,2,LOC_047,4,5,2,1,2,GROUP_08,5,3,0,0,1,1,3,0
3,0,2,LOC_014,1,4,3,1,1,GROUP_22,7,1,0,0,1,4,4,0
0,0,2,LOC_034,6,13,2,2,2,GROUP_29,23,0,0,0,1,1,4,0
1,0,1,LOC_049,7,12,3,2,3,Unassigned,14,4,1,0,0,1,5,0
2,0,1,LOC_007,1,26,2,2,2,GROUP_22,18,4,0,0,1,2,4,0
0,0,0,Unknown,7,20,2,3,1,GROUP_29,20,5,0,1,1,2,5,0
1,0,2,LOC_020,3,23,3,3,1,GROUP_20,12,6,0,1,0,1,6,0
0,2,2,LOC_025,1,3,2,2,2,GROUP_19,23,2,0,0,1,1,4,0
2,0,2,LOC_041,2,16,3,3,2,GROUP_04,10,6,0,1,0,4,6,0
3,1,3,LOC_031,5,9,2,2,1,GROUP_17,12,1,1,0,0,1,4,1
1,0,0,LOC_015,1,24,3,3,1,GROUP_23,9,5,0,1,0,3,6,0
0,1,3,Unknown,4,8,3,3,3,GROUP_05,19,3,0,0,1,1,6,0
1,0,1,LOC_011,1,3,2,3,2,GROUP_11,3,4,0,0,1,2,5,0
0,0,4,LOC_013,2,2,3,3,2,GROUP_22,6,5,0,1,1,4,6,0
1,1,1,LOC_009,2,16,3,3,2,GROUP_25,6,3,0,0,1,1,6,0
1,0,0,LOC_010,3,15,3,2,1,GROUP_23,4,3,0,0,1,2,5,0
2,0,1,LOC_022,6,22,1,3,2,GROUP_12,3,5,0,1,1,2,4,0
0,0,4,LOC_031,0,21,3,3,1,GROUP_21,2,6,0,1,1,2,6,0
1,0,0,LOC_014,1,26,2,2,1,GROUP_04,22,2,0,0,1,1,4,0
1,0,0,LOC_047,1,4,3,3,1,GROUP_23,14,3,1,0,0,3,6,0
1,0,0,LOC_011,0,21,3,2,1,GROUP_29,2,4,0,0,1,4,5,0
0,0,3,Unknown,7,6,1,1,1,GROUP_03,22,3,0,0,1,3,2,0
0,0,1,LOC_038,2,2,3,2,3,GROUP_08,17,4,0,0,0,2,5,0
1,0,0,Unknown,4,7,1,3,2,GROUP_01,22,3,0,0,1,1,4,0
1,0,2,LOC_020,5,9,3,2,2,GROUP_06,6,5,0,1,1,1,5,0
0,0,1,LOC_011,7,6,2,3,1,GROUP_01,18,1,0,0,1,3,5,0
2,0,2,LOC_035,2,27,1,2,1,GROUP_15,13,4,1,0,0,2,3,0
1,0,1,LOC_041,2,2,3,3,1,GROUP_22,2,4,0,0,1,2,6,0
1,0,4,LOC_046,3,15,3,1,1,GROUP_22,6,2,0,0,1,2,4,0
1,0,2,LOC_023,4,5,3,3,1,GROUP_05,11,4,1,0,0,2,6,0
0,0,1,LOC_031,3,23,3,3,1,GROUP_01,14,0,1,0,0,4,6,0
1,0,1,LOC_004,0,19,3,3,1,GROUP_27,16,1,1,0,0,1,6,0
0,0,3,LOC_025,0,19,1,3,1,GROUP_21,3,0,0,0,1,1,4,0
4,1,2,LOC_017,4,7,2,2,1,GROUP_17,8,2,0,0,0,3,4,1
3,0,3,LOC_016,7,6,2,2,1,GROUP_25,14,5,0,1,0,2,4,0
1,0,2,LOC_002,7,10,3,3,1,GROUP_09,10,1,1,0,0,2,6,0
2,0,4,LOC_024,4,8,3,3,1,GROUP_10,14,1,1,0,0,2,6,0
0,0,0,Unknown,2,17,3,3,1,GROUP_22,3,6,0,1,1,1,6,0
1,0,1,LOC_027,7,20,3,2,2,GROUP_14,21,5,0,1,1,3,5,0
1,0,1,LOC_046,0,19,3,3,1,GROUP_25,17,3,0,0,0,1,6,0
3,0,2,LOC_020,0,30,3,2,1,GROUP_17,1,0,0,0,1,3,5,0
2,0,2,LOC_046,7,20,3,2,2,GROUP_28,0,1,0,0,1,3,5,0
0,0,1,LOC_031,0,30,3,3,1,GROUP_03,12,4,1,0,0,4,6,0
0,0,2,Unknown,0,1,2,2,1,GROUP_21,23,1,0,0,1,4,4,0
3,0,3,LOC_014,0,21,2,2,3,GROUP_16,7,6,0,1,1,1,4,0
1,0,4,LOC_017,0,19,1,3,1,GROUP_06,21,4,0,0,1,1,4,0
1,0,2,LOC_039,7,6,2,2,1,GROUP_10,16,4,1,0,0,3,4,0
0,0,2,LOC_015,7,10,2,3,2,GROUP_12,5,4,0,0,1,4,5,0
0,0,4,LOC_017,4,7,3,2,1,GROUP_18,18,3,0,0,1,1,5,0
1,0,1,LOC_040,4,8,2,3,1,GROUP_07,11,1,1,0,0,2,5,0
1,0,1,LOC_044,4,8,2,1,2,GROUP_27,19,3,0,0,1,4,3,0
1,0,2,LOC_047,2,16,2,3,2,GROUP_09,7,6,0,1,1,2,5,0
1,0,3,LOC_007,7,6,2,3,3,Unassigned,4,1,0,0,1,4,5,0
0,0,4,LOC_041,7,10,2,3,1,GROUP_07,22,4,0,0,1,1,5,0
1,0,2,LOC_020,7,20,3,3,3,GROUP_17,15,3,1,0,0,3,6,0
1,1,3,LOC_005,5,18,3,1,1,GROUP_23,22,4,0,0,1,1,4,0
1,0,2,LOC_047,1,24,3,1,2,GROUP_16,14,5,0,1,0,4,4,0
0,0,1,Unknown,0,1,3,3,3,GROUP_15,4,5,0,1,1,4,6,0
0,0,4,Unknown,4,29,3,3,1,GROUP_15,9,5,0,1,0,3,6,0
1,1,1,LOC_019,2,17,3,2,1,GROUP_02,4,2,0,0,1,4,5,0
2,0,2,LOC_041,4,8,2,3,2,GROUP_21,11,3,1,0,0,3,5,0
4,1,2,Unknown,1,3,2,1,3,GROUP_02,1,1,0,0,1,4,3,1
0,1,1,LOC_046,0,1,3,2,1,GROUP_16,13,4,1,0,0,2,5,0
1,1,1,LOC_038,4,29,3,2,1,GROUP_12,17,1,0,0,0,3,5,0
0,0,3,LOC_008,2,2,3,2,2,GROUP_26,21,0,0,0,1,3,5,0
0,0,2,LOC_038,7,12,3,2,2,GROUP_22,17,6,0,1,0,2,5,0
1,0,2,Unknown,4,7,3,2,1,GROUP_26,0,4,0,0,1,4,5,0
0,0,2,LOC_020,7,10,2,3,2,GROUP_06,3,6,0,1,1,4,5,0
0,0,2,LOC_032,7,12,3,3,1,GROUP_17,23,5,0,1,1,4,6,0
4,0,1,LOC_007,1,3,1,2,1,GROUP_28,21,6,0,1,1,1,3,0
1,0,2,LOC_041,4,7,2,3,1,GROUP_02,9,3,1,0,0,3,5,0
0,0,3,LOC_042,5,9,3,3,1,GROUP_01,1,4,0,0,1,2,6,0
0,0,4,LOC_007,7,20,2,3,1,GROUP_21,20,3,0,0,1,2,5,0
0,0,2,LOC_033,6,22,2,2,1,GROUP_28,10,3,1,0,0,3,4,0
4,0,2,Unknown,7,6,2,2,1,GROUP_24,21,0,0,0,1,3,4,0
0,0,3,LOC_006,1,3,1,3,1,GROUP_04,5,2,0,0,1,1,4,0
1,0,3,LOC_005,4,29,3,3,1,GROUP_15,4,5,0,1,1,1,6,0
0,0,1,LOC_029,1,26,3,2,3,GROUP_20,19,5,0,1,1,3,5,0
1,0,2,LOC_004,3,11,3,3,1,GROUP_02,21,6,0,1,1,2,6,0
0,0,4,LOC_044,2,2,3,3,2,GROUP_24,13,3,1,0,0,4,6,0
3,0,2,Unknown,1,26,3,2,1,GROUP_06,13,4,1,0,0,3,5,0
0,0,1,LOC_002,3,25,3,3,1,Unassigned,13,4,1,0,0,2,6,0
0,0,2,Unknown,1,24,1,3,1,GROUP_13,22,0,0,0,1,1,4,0
0,0,0,LOC_032,6,31,2,3,1,GROUP_22,17,1,0,0,0,4,5,0
0,0,3,LOC_007,2,2,3,3,2,GROUP_14,8,4,0,0,0,2,6,0
0,0,1,Unknown,1,26,3,2,2,GROUP_09,17,4,0,0,0,4,5,0
1,0,3,Unknown,2,2,2,3,2,GROUP_02,12,2,1,0,0,1,5,0
1,0,3,LOC_010,4,7,1,3,1,GROUP_26,18,5,0,1,1,1,4,0
1,0,2,LOC_038,3,23,2,3,1,GROUP_25,18,4,0,0,1,2,5,0
2,0,2,LOC_049,0,1,3,2,2,GROUP_12,22,2,0,0,1,2,5,0
1,0,2,LOC_035,0,21,2,3,1,GROUP_14,13,2,1,0,0,3,5,0
0,0,3,LOC_014,0,21,3,2,2,Unassigned,2,5,0,1,1,4,5,0
0,0,3,LOC_023,2,27,3,2,2,GROUP_12,2,0,0,0,1,2,5,0
1,0,1,LOC_049,6,22,3,3,2,GROUP_24,13,0,1,0,0,4,6,0
1,1,2,LOC_039,7,6,3,3,1,GROUP_10,3,3,0,0,1,4,6,0
1,0,1,LOC_008,4,8,3,2,2,GROUP_28,7,3,0,0,1,3,5,0
0,0,2,LOC_023,0,21,3,2,1,Unassigned,18,6,0,1,1,1,5,0
0,0,1,LOC_028,7,12,3,2,1,GROUP_27,4,3,0,0,1,3,5,0
2,0,1,LOC_046,7,6,3,3,1,GROUP_21,6,3,0,0,1,4,6,0
1,1,3,LOC_003,7,10,3,3,2,GROUP_04,2,2,0,0,1,1,6,0
2,0,1,LOC_042,0,19,3,3,1,GROUP_20,23,3,0,0,1,2,6,0
1,0,1,LOC_026,3,15,3,1,2,GROUP_24,21,1,0,0,1,1,4,0
2,2,0,Unknown,0,19,1,2,1,GROUP_12,9,3,1,0,0,2,3,1
1,0,2,LOC_025,4,5,3,2,1,GROUP_10,8,5,0,1,0,4,5,0
1,1,0,LOC_041,2,17,3,2,2,GROUP_07,4,4,0,0,1,3,5,0
1,0,3,LOC_007,1,3,3,3,2,GROUP_06,20,3,0,0,1,2,6,0
1,0,2,LOC_046,1,26,3,2,1,GROUP_01,10,5,0,1,0,4,5,0
0,0,2,LOC_046,1,4,2,3,1,GROUP_20,4,5,0,1,1,4,5,0
0,0,3,LOC_022,0,19,2,2,3,GROUP_13,11,4,1,0,0,3,4,0
1,0,4,LOC_027,2,16,3,3,1,GROUP_15,14,1,1,0,0,2,6,0
0,0,3,LOC_046,7,6,3,2,1,GROUP_06,15,6,0,1,0,4,5,0
2,1,4,LOC_009,7,20,3,2,1,GROUP_18,1,5,0,1,1,4,5,1
2,0,2,LOC_006,0,30,3,3,2,GROUP_22,2,0,0,0,1,1,6,0
0,0,2,LOC_019,2,16,2,3,3,GROUP_15,0,0,0,0,1,2,5,0
0,0,2,LOC_006,7,6,1,3,1,GROUP_16,0,5,0,1,1,4,4,0
0,0,3,LOC_019,4,5,3,3,1,GROUP_22,20,6,0,1,1,4,6,0
1,0,4,LOC_040,5,28,3,3,2,GROUP_12,13,6,0,1,0,3,6,0
2,1,2,LOC_048,5,14,2,3,1,GROUP_17,6,4,0,0,1,2,5,1
0,0,1,LOC_040,4,8,3,3,2,GROUP_27,19,3,0,0,1,2,6,0
1,0,1,LOC_038,6,31,2,2,1,GROUP_05,10,0,1,0,0,1,4,0
0,0,2,LOC_018,6,0,3,3,2,GROUP_17,8,2,0,0,0,4,6,0
4,0,1,LOC_024,3,11,3,1,1,GROUP_06,16,4,1,0,0,4,4,0
1,0,2,Unknown,2,17,3,2,1,GROUP_05,8,3,0,0,0,1,5,0
2,0,3,LOC_036,7,10,2,1,2,Unassigned,20,1,0,0,1,3,3,0
1,0,2,LOC_024,7,10,3,2,1,GROUP_28,19,4,0,0,1,4,5,0
0,0,2,LOC_042,6,22,3,2,1,GROUP_22,8,1,0,0,0,4,5,0
0,0,2,LOC_047,2,2,3,2,1,GROUP_19,1,2,0,0,1,2,5,0
3,0,2,LOC_025,7,12,3,3,1,GROUP_29,2,5,0,1,1,1,6,0
2,1,2,Unknown,4,7,3,3,1,GROUP_28,4,5,0,1,1,2,6,1
0,0,2,LOC_016,5,28,3,3,2,GROUP_07,4,0,0,0,1,3,6,0
1,0,1,LOC_035,3,25,1,3,1,GROUP_02,17,1,0,0,0,2,4,0
2,0,2,LOC_012,4,8,3,3,1,GROUP_29,16,4,1,0,0,4,6,0
0,1,2,LOC_010,7,6,3,2,3,GROUP_07,18,3,0,0,1,4,5,0
1,1,2,LOC_010,0,21,3,2,1,GROUP_15,21,0,0,0,1,1,5,0
1,0,1,LOC_013,7,20,2,3,1,Unassigned,4,3,0,0,1,2,5,0
